country,iso3c,region,date,confirmed,deaths,recovered,negative_cases,pcr_positivo,prueba_rapida_positivo,pcr_prapida_positivo
Peru,PER,Moquegua,2020-05-03,131,NA,NA,NA,7,124,NA
Peru,PER,Pasco,2020-05-03,161,1,NA,NA,27,134,NA
Peru,PER,Piura,2020-05-03,1618,143,NA,NA,240,1378,NA
Peru,PER,Puno,2020-05-03,135,NA,NA,NA,13,122,NA
Peru,PER,San Martín,2020-05-03,282,1,NA,NA,81,201,NA
Peru,PER,Tacna,2020-05-03,141,2,NA,NA,19,122,NA
Peru,PER,Tumbes,2020-05-03,347,19,NA,NA,75,272,NA
Peru,PER,Ucayali,2020-05-03,913,38,NA,NA,95,818,NA
Peru,PER,NA,2020-05-03,45928,1286,13550,329168,16730,29198,NA
Peru,PER,Amazonas,2020-05-04,164,NA,NA,NA,NA,NA,NA
Peru,PER,Ancash,2020-05-04,1014,NA,NA,NA,NA,NA,NA
Peru,PER,Apurimac,2020-05-04,100,NA,NA,NA,NA,NA,NA
Peru,PER,Arequipa,2020-05-04,692,NA,NA,NA,NA,NA,NA
Peru,PER,Ayacucho,2020-05-04,143,NA,NA,NA,NA,NA,NA
Peru,PER,Cajamarca,2020-05-04,268,NA,NA,NA,NA,NA,NA
Peru,PER,Callao,2020-05-04,3979,NA,NA,NA,NA,NA,NA
Peru,PER,Cusco,2020-05-04,234,NA,NA,NA,NA,NA,NA
Peru,PER,Huancavelica,2020-05-04,199,NA,NA,NA,NA,NA,NA
Peru,PER,Huánuco,2020-05-04,248,NA,NA,NA,NA,NA,NA
Peru,PER,Ica,2020-05-04,688,NA,NA,NA,NA,NA,NA
Peru,PER,Junín,2020-05-04,524,NA,NA,NA,NA,NA,NA
Peru,PER,La Libertad,2020-05-04,965,NA,NA,NA,NA,NA,NA
Peru,PER,Lambayeque,2020-05-04,2763,NA,NA,NA,NA,NA,NA
Peru,PER,Lima,2020-05-04,29842,NA,NA,NA,NA,NA,NA
Peru,PER,Loreto,2020-05-04,1502,NA,NA,NA,NA,NA,NA
Peru,PER,Madre de Dios,2020-05-04,121,NA,NA,NA,NA,NA,NA
Peru,PER,Moquegua,2020-05-04,133,NA,NA,NA,NA,NA,NA
Peru,PER,Pasco,2020-05-04,162,NA,NA,NA,NA,NA,NA
Peru,PER,Piura,2020-05-04,1752,NA,NA,NA,NA,NA,NA
Peru,PER,Puno,2020-05-04,142,NA,NA,NA,NA,NA,NA
Peru,PER,San Martín,2020-05-04,296,NA,NA,NA,NA,NA,NA
Peru,PER,Tacna,2020-05-04,141,NA,NA,NA,NA,NA,NA
Peru,PER,Tumbes,2020-05-04,347,NA,NA,NA,NA,NA,NA
Peru,PER,Ucayali,2020-05-04,953,NA,NA,NA,NA,NA,NA
Peru,PER,NA,2020-05-04,47372,1344,14427,338120,17714,33475,NA
Peru,PER,Amazonas,2020-05-05,170,4,NA,NA,23,147,NA
Peru,PER,Ancash,2020-05-05,1159,85,NA,NA,258,901,NA
Peru,PER,Apurimac,2020-05-05,111,NA,NA,NA,10,101,NA
Peru,PER,Arequipa,2020-05-05,763,18,NA,NA,235,528,NA
Peru,PER,Ayacucho,2020-05-05,181,NA,NA,NA,63,118,NA
Peru,PER,Cajamarca,2020-05-05,322,3,NA,NA,76,246,NA
Peru,PER,Callao,2020-05-05,4245,77,NA,NA,1155,3090,NA
Peru,PER,Cusco,2020-05-05,249,3,NA,NA,82,167,NA
Peru,PER,Huancavelica,2020-05-05,203,1,NA,NA,30,173,NA
Peru,PER,Huánuco,2020-05-05,255,2,NA,NA,15,240,NA
Peru,PER,Ica,2020-05-05,698,41,NA,NA,256,442,NA
Peru,PER,Junín,2020-05-05,587,7,NA,NA,188,399,NA
Peru,PER,La Libertad,2020-05-05,1062,46,NA,NA,245,817,NA
Peru,PER,Lambayeque,2020-05-05,3008,299,NA,NA,896,2112,NA
Peru,PER,Lima,2020-05-05,32339,584,NA,NA,12294,20045,NA
Peru,PER,Loreto,2020-05-05,1595,62,NA,NA,1244,351,NA
Peru,PER,Madre de Dios,2020-05-05,124,1,NA,NA,17,107,NA
Peru,PER,Moquegua,2020-05-05,142,NA,NA,NA,7,135,NA
Peru,PER,Pasco,2020-05-05,166,1,NA,NA,27,139,NA
Peru,PER,Piura,2020-05-05,1804,149,NA,NA,259,1545,NA
Peru,PER,Puno,2020-05-05,144,1,NA,NA,13,131,NA
Peru,PER,San Martín,2020-05-05,303,1,NA,NA,102,201,NA
Peru,PER,Tacna,2020-05-05,149,2,NA,NA,19,130,NA
Peru,PER,Tumbes,2020-05-05,378,19,NA,NA,75,303,NA
Peru,PER,Ucayali,2020-05-05,1032,38,NA,NA,125,907,NA
Peru,PER,NA,2020-05-05,51189,1444,15413,355390,17714,33475,NA
Peru,PER,Amazonas,2020-05-06,176,5,NA,3227,23,153,NA
Peru,PER,Ancash,2020-05-06,1256,85,NA,11434,266,990,NA
Peru,PER,Apurimac,2020-05-06,84,NA,NA,3767,10,74,NA
Peru,PER,Arequipa,2020-05-06,790,20,NA,15878,248,542,NA
Peru,PER,Ayacucho,2020-05-06,176,NA,NA,3697,71,105,NA
Peru,PER,Cajamarca,2020-05-06,301,3,NA,6491,83,218,NA
Peru,PER,Callao,2020-05-06,4404,82,NA,13984,1237,3167,NA
Peru,PER,Cusco,2020-05-06,258,3,NA,6615,83,175,NA
Peru,PER,Huancavelica,2020-05-06,181,1,NA,3638,30,151,NA
Peru,PER,Huánuco,2020-05-06,259,7,NA,4820,15,244,NA
Peru,PER,Ica,2020-05-06,708,41,NA,7129,265,443,NA
Peru,PER,Junín,2020-05-06,632,14,NA,8288,188,444,NA
Peru,PER,La Libertad,2020-05-06,1119,46,NA,12118,269,850,NA
Peru,PER,Lambayeque,2020-05-06,3127,299,NA,11943,897,2230,NA
Peru,PER,Lima,2020-05-06,35299,613,NA,201856,12935,22364,NA
Peru,PER,Loreto,2020-05-06,1559,67,NA,6652,1211,348,NA
Peru,PER,Madre de Dios,2020-05-06,129,1,NA,5520,19,110,NA
Peru,PER,Moquegua,2020-05-06,149,NA,NA,4445,7,142,NA
Peru,PER,Pasco,2020-05-06,151,1,NA,3099,27,124,NA
Peru,PER,Piura,2020-05-06,1914,184,NA,12503,271,1643,NA
Peru,PER,Puno,2020-05-06,149,1,NA,6122,13,136,NA
Peru,PER,San Martín,2020-05-06,317,1,NA,6685,115,202,NA
Peru,PER,Tacna,2020-05-06,160,2,NA,6406,19,141,NA
Peru,PER,Tumbes,2020-05-06,443,19,NA,3883,75,368,NA
Peru,PER,Ucayali,2020-05-06,1076,38,NA,4441,127,949,NA
Peru,PER,NA,2020-05-06,54817,1533,17527,374641,18504,36313,NA
Peru,PER,Amazonas,2020-05-07,186,7,NA,3347,23,163,NA
Peru,PER,Ancash,2020-05-07,1307,93,NA,11843,275,1032,NA
Peru,PER,Apurimac,2020-05-07,90,NA,NA,3982,10,80,NA
Peru,PER,Arequipa,2020-05-07,814,20,NA,16568,256,558,NA
Peru,PER,Ayacucho,2020-05-07,189,NA,NA,3868,80,109,NA
Peru,PER,Cajamarca,2020-05-07,316,3,NA,6679,84,232,NA
Peru,PER,Callao,2020-05-07,4678,82,NA,15275,1330,3348,NA
Peru,PER,Cusco,2020-05-07,280,3,NA,7206,85,195,NA
Peru,PER,Huancavelica,2020-05-07,176,1,NA,3788,30,146,NA
Peru,PER,Huánuco,2020-05-07,293,7,NA,5085,16,277,NA
Peru,PER,Ica,2020-05-07,860,41,NA,7334,276,584,NA
Peru,PER,Junín,2020-05-07,655,14,NA,8787,195,460,NA
Peru,PER,La Libertad,2020-05-07,1206,67,NA,12845,281,925,NA
Peru,PER,Lambayeque,2020-05-07,3268,318,NA,12511,903,2365,NA
Peru,PER,Lima,2020-05-07,37606,636,NA,208383,13639,23967,NA
Peru,PER,Loreto,2020-05-07,1666,67,NA,6889,1308,358,NA
Peru,PER,Madre de Dios,2020-05-07,138,1,NA,5515,23,115,NA
Peru,PER,Moquegua,2020-05-07,155,NA,NA,4599,7,148,NA
Peru,PER,Pasco,2020-05-07,151,1,NA,3333,24,127,NA
Peru,PER,Piura,2020-05-07,2214,205,NA,13037,284,1930,NA
Peru,PER,Puno,2020-05-07,158,1,NA,6474,7,151,NA
Peru,PER,San Martín,2020-05-07,334,1,NA,7109,122,212,NA
Peru,PER,Tacna,2020-05-07,166,2,NA,6532,19,147,NA
Peru,PER,Tumbes,2020-05-07,451,19,NA,4067,75,376,NA
Peru,PER,Ucayali,2020-05-07,1169,38,NA,4438,156,1013,NA
Peru,PER,NA,2020-05-07,58526,1627,18388,389494,19508,39018,NA
Peru,PER,Amazonas,2020-05-08,207,7,NA,3761,30,177,NA
Peru,PER,Ancash,2020-05-08,1390,106,NA,12311,286,1104,NA
Peru,PER,Apurimac,2020-05-08,92,NA,NA,4110,10,82,NA
Peru,PER,Arequipa,2020-05-08,854,20,NA,17590,262,592,NA
Peru,PER,Ayacucho,2020-05-08,203,NA,NA,3967,89,114,NA
Peru,PER,Cajamarca,2020-05-08,328,3,NA,7119,88,240,NA
Peru,PER,Callao,2020-05-08,4968,82,NA,16017,1435,3533,NA
Peru,PER,Cusco,2020-05-08,328,3,NA,7720,88,240,NA
Peru,PER,Huancavelica,2020-05-08,178,1,NA,4003,30,148,NA
Peru,PER,Huánuco,2020-05-08,323,7,NA,5452,18,305,NA
Peru,PER,Ica,2020-05-08,884,41,NA,7782,289,595,NA
Peru,PER,Junín,2020-05-08,689,14,NA,9207,195,494,NA
Peru,PER,La Libertad,2020-05-08,1275,66,NA,13286,287,988,NA
Peru,PER,Lambayeque,2020-05-08,3479,347,NA,13098,903,2576,NA
Peru,PER,Lima,2020-05-08,39837,653,NA,221394,14224,25613,NA
Peru,PER,Loreto,2020-05-08,1704,67,NA,6986,1330,374,NA
Peru,PER,Madre de Dios,2020-05-08,139,1,NA,5514,22,117,NA
Peru,PER,Moquegua,2020-05-08,160,NA,NA,4857,7,153,NA
Peru,PER,Pasco,2020-05-08,158,1,NA,3469,24,134,NA
Peru,PER,Piura,2020-05-08,2258,233,NA,13782,312,1946,NA
Peru,PER,Puno,2020-05-08,164,1,NA,6914,9,155,NA
Peru,PER,San Martín,2020-05-08,394,2,NA,7632,141,253,NA
Peru,PER,Tacna,2020-05-08,166,2,NA,6665,19,147,NA
Peru,PER,Tumbes,2020-05-08,461,19,NA,4175,75,386,NA
Peru,PER,Ucayali,2020-05-08,1208,38,NA,4532,156,1052,NA
Peru,PER,NA,2020-05-08,61847,1714,19012,411343,20329,41518,NA
Peru,PER,Amazonas,2020-05-09,221,7,NA,3819,30,191,NA
Peru,PER,Ancash,2020-05-09,1472,106,NA,12655,293,1179,NA
Peru,PER,Apurimac,2020-05-09,92,NA,NA,4196,10,82,NA
Peru,PER,Arequipa,2020-05-09,904,20,NA,18727,266,638,NA
Peru,PER,Ayacucho,2020-05-09,222,NA,NA,4146,105,117,NA
Peru,PER,Cajamarca,2020-05-09,351,3,NA,7554,89,262,NA
Peru,PER,Callao,2020-05-09,5217,119,NA,17333,1477,3740,NA
Peru,PER,Cusco,2020-05-09,366,3,NA,8226,89,277,NA
Peru,PER,Huancavelica,2020-05-09,185,1,NA,4162,30,155,NA
Peru,PER,Huánuco,2020-05-09,331,7,NA,5852,18,313,NA
Peru,PER,Ica,2020-05-09,930,41,NA,9507,306,624,NA
Peru,PER,Junín,2020-05-09,764,14,NA,10109,197,567,NA
Peru,PER,La Libertad,2020-05-09,1394,66,NA,14420,293,1101,NA
Peru,PER,Lambayeque,2020-05-09,3628,365,NA,13712,903,2725,NA
Peru,PER,Lima,2020-05-09,41844,662,NA,227197,14608,27236,NA
Peru,PER,Loreto,2020-05-09,1735,67,NA,7039,1346,389,NA
Peru,PER,Madre de Dios,2020-05-09,150,1,NA,5508,24,126,NA
Peru,PER,Moquegua,2020-05-09,163,NA,NA,5209,7,156,NA
Peru,PER,Pasco,2020-05-09,162,1,NA,3804,24,138,NA
Peru,PER,Piura,2020-05-09,2388,240,NA,14275,315,2073,NA
Peru,PER,Puno,2020-05-09,164,1,NA,7641,9,155,NA
Peru,PER,San Martín,2020-05-09,428,2,NA,8347,143,285,NA
Peru,PER,Tacna,2020-05-09,171,2,NA,6848,21,150,NA
Peru,PER,Tumbes,2020-05-09,478,19,NA,4217,75,403,NA
Peru,PER,Ucayali,2020-05-09,1255,67,NA,4732,156,1099,NA
Peru,PER,NA,2020-05-09,65015,1814,20246,429235,20834,44181,NA
Peru,PER,Amazonas,2020-05-10,237,8,NA,3880,39,198,NA
Peru,PER,Ancash,2020-05-10,1507,106,NA,12857,309,1198,NA
Peru,PER,Apurimac,2020-05-10,93,NA,NA,4238,10,83,NA
Peru,PER,Arequipa,2020-05-10,1046,20,NA,19294,280,766,NA
Peru,PER,Ayacucho,2020-05-10,254,NA,NA,4253,105,149,NA
Peru,PER,Cajamarca,2020-05-10,362,3,NA,7687,89,273,NA
Peru,PER,Callao,2020-05-10,5360,119,NA,17507,1565,3795,NA
Peru,PER,Cusco,2020-05-10,407,3,NA,8410,89,318,NA
Peru,PER,Huancavelica,2020-05-10,193,1,NA,4269,30,163,NA
Peru,PER,Huánuco,2020-05-10,333,7,NA,5905,18,315,NA
Peru,PER,Ica,2020-05-10,1003,41,NA,9745,306,697,NA
Peru,PER,Junín,2020-05-10,798,14,NA,10264,201,597,NA
Peru,PER,La Libertad,2020-05-10,1449,66,NA,14731,301,1148,NA
Peru,PER,Lambayeque,2020-05-10,3655,376,NA,14012,903,2752,NA
Peru,PER,Lima,2020-05-10,43284,672,NA,231138,14884,28400,NA
Peru,PER,Loreto,2020-05-10,1780,75,NA,7123,1367,413,NA
Peru,PER,Madre de Dios,2020-05-10,162,1,NA,5539,33,129,NA
Peru,PER,Moquegua,2020-05-10,167,NA,NA,5285,7,160,NA
Peru,PER,Pasco,2020-05-10,167,1,NA,4098,24,143,NA
Peru,PER,Piura,2020-05-10,2425,257,NA,14674,319,2106,NA
Peru,PER,Puno,2020-05-10,166,1,NA,7907,12,154,NA
Peru,PER,San Martín,2020-05-10,466,3,NA,8627,164,302,NA
Peru,PER,Tacna,2020-05-10,178,2,NA,6999,24,154,NA
Peru,PER,Tumbes,2020-05-10,486,47,NA,4283,75,411,NA
Peru,PER,Ucayali,2020-05-10,1329,66,NA,4898,156,1173,NA
Peru,PER,NA,2020-05-10,67307,1889,21349,437623,21310,45997,NA
Peru,PER,Amazonas,2020-05-11,242,8,NA,3909,39,203,NA
Peru,PER,Ancash,2020-05-11,1521,106,NA,13119,310,1211,NA
Peru,PER,Apurimac,2020-05-11,93,NA,NA,4265,10,83,NA
Peru,PER,Arequipa,2020-05-11,1061,20,NA,19708,295,766,NA
Peru,PER,Ayacucho,2020-05-11,258,NA,NA,4326,108,150,NA
Peru,PER,Cajamarca,2020-05-11,367,3,NA,7715,94,273,NA
Peru,PER,Callao,2020-05-11,5400,119,NA,17653,1581,3819,NA
Peru,PER,Cusco,2020-05-11,410,3,NA,8456,91,319,NA
Peru,PER,Huancavelica,2020-05-11,200,1,NA,4292,30,170,NA
Peru,PER,Huánuco,2020-05-11,335,7,NA,5949,18,317,NA
Peru,PER,Ica,2020-05-11,1019,58,NA,10046,313,706,NA
Peru,PER,Junín,2020-05-11,839,14,NA,10309,201,638,NA
Peru,PER,La Libertad,2020-05-11,1470,66,NA,14804,317,1153,NA
Peru,PER,Lambayeque,2020-05-11,3748,400,NA,14112,923,2825,NA
Peru,PER,Lima,2020-05-11,44333,689,NA,234545,15466,28867,NA
Peru,PER,Loreto,2020-05-11,1834,78,NA,7284,1416,418,NA
Peru,PER,Madre de Dios,2020-05-11,162,1,NA,5535,33,129,NA
Peru,PER,Moquegua,2020-05-11,167,NA,NA,5309,7,160,NA
Peru,PER,Pasco,2020-05-11,168,1,NA,4256,25,143,NA
Peru,PER,Piura,2020-05-11,2483,265,NA,14874,328,2155,NA
Peru,PER,Puno,2020-05-11,173,1,NA,8291,12,161,NA
Peru,PER,San Martín,2020-05-11,473,6,NA,8764,164,309,NA
Peru,PER,Tacna,2020-05-11,178,2,NA,7012,24,154,NA
Peru,PER,Tumbes,2020-05-11,496,47,NA,4363,75,421,NA
Peru,PER,Ucayali,2020-05-11,1392,66,NA,5151,156,1236,NA
Peru,PER,NA,2020-05-11,68822,1961,22406,444047,22036,46786,NA
Peru,PER,Amazonas,2020-05-12,249,11,NA,3989,42,207,NA
Peru,PER,Ancash,2020-05-12,1553,106,NA,13511,319,1234,NA
Peru,PER,Apurimac,2020-05-12,95,NA,NA,4508,10,85,NA
Peru,PER,Arequipa,2020-05-12,1208,20,NA,20644,303,905,NA
Peru,PER,Ayacucho,2020-05-12,270,NA,NA,4456,109,161,NA
Peru,PER,Cajamarca,2020-05-12,375,3,NA,8124,97,278,NA
Peru,PER,Callao,2020-05-12,5584,119,NA,18393,1596,3988,NA
Peru,PER,Cusco,2020-05-12,442,3,NA,9155,91,351,NA
Peru,PER,Huancavelica,2020-05-12,203,1,NA,4516,30,173,NA
Peru,PER,Huánuco,2020-05-12,341,7,NA,6055,18,323,NA
Peru,PER,Ica,2020-05-12,1132,82,NA,10815,321,811,NA
Peru,PER,Junín,2020-05-12,855,14,NA,10760,201,654,NA
Peru,PER,La Libertad,2020-05-12,1566,66,NA,15452,332,1234,NA
Peru,PER,Lambayeque,2020-05-12,3856,400,NA,14471,937,2919,NA
Peru,PER,Lima,2020-05-12,46507,725,NA,241795,16020,30487,NA
Peru,PER,Loreto,2020-05-12,1933,82,NA,7556,1472,461,NA
Peru,PER,Madre de Dios,2020-05-12,163,1,NA,5716,34,129,NA
Peru,PER,Moquegua,2020-05-12,167,NA,NA,5381,7,160,NA
Peru,PER,Pasco,2020-05-12,171,1,NA,4456,25,146,NA
Peru,PER,Piura,2020-05-12,2598,294,NA,15268,340,2258,NA
Peru,PER,Puno,2020-05-12,180,1,NA,8900,12,168,NA
Peru,PER,San Martín,2020-05-12,489,6,NA,9250,164,325,NA
Peru,PER,Tacna,2020-05-12,178,2,NA,7212,24,154,NA
Peru,PER,Tumbes,2020-05-12,507,47,NA,4429,75,432,NA
Peru,PER,Ucayali,2020-05-12,1437,66,NA,5298,156,1281,NA
Peru,PER,NA,2020-05-12,72059,2057,23324,460110,22735,49324,NA
Peru,PER,Amazonas,2020-05-13,259,11,NA,4139,42,217,NA
Peru,PER,Ancash,2020-05-13,1620,119,NA,13911,349,1271,NA
Peru,PER,Apurimac,2020-05-13,96,NA,NA,4785,10,86,NA
Peru,PER,Arequipa,2020-05-13,1301,20,NA,21506,318,983,NA
Peru,PER,Ayacucho,2020-05-13,278,NA,NA,4628,117,161,NA
Peru,PER,Cajamarca,2020-05-13,393,3,NA,8464,109,284,NA
Peru,PER,Callao,2020-05-13,5851,125,NA,19264,1666,4185,NA
Peru,PER,Cusco,2020-05-13,496,3,NA,10363,92,404,NA
Peru,PER,Huancavelica,2020-05-13,214,1,NA,4771,30,184,NA
Peru,PER,Huánuco,2020-05-13,359,7,NA,6224,18,341,NA
Peru,PER,Ica,2020-05-13,1232,82,NA,11865,351,881,NA
Peru,PER,Junín,2020-05-13,890,14,NA,11227,201,689,NA
Peru,PER,La Libertad,2020-05-13,1623,66,NA,15747,353,1270,NA
Peru,PER,Lambayeque,2020-05-13,3950,417,NA,14691,938,3012,NA
Peru,PER,Lima,2020-05-13,49605,791,NA,250220,16853,32752,NA
Peru,PER,Loreto,2020-05-13,2037,92,NA,7711,1515,522,NA
Peru,PER,Madre de Dios,2020-05-13,172,1,NA,5791,40,132,NA
Peru,PER,Moquegua,2020-05-13,168,NA,NA,5484,7,161,NA
Peru,PER,Pasco,2020-05-13,173,1,NA,4566,25,148,NA
Peru,PER,Piura,2020-05-13,2693,294,NA,15633,347,2346,NA
Peru,PER,Puno,2020-05-13,185,1,NA,9097,12,173,NA
Peru,PER,San Martín,2020-05-13,505,6,NA,9513,164,341,NA
Peru,PER,Tacna,2020-05-13,181,2,NA,7373,24,157,NA
Peru,PER,Tumbes,2020-05-13,539,47,NA,4607,75,464,NA
Peru,PER,Ucayali,2020-05-13,1486,66,NA,5416,156,1330,NA
Peru,PER,NA,2020-05-13,76306,2169,24324,476996,23812,52494,NA
Peru,PER,Amazonas,2020-05-14,269,11,NA,4250,42,227,NA
Peru,PER,Ancash,2020-05-14,1698,119,NA,14293,349,1349,NA
Peru,PER,Apurimac,2020-05-14,99,NA,NA,4919,11,88,NA
Peru,PER,Arequipa,2020-05-14,1393,20,NA,22018,329,1064,NA
Peru,PER,Ayacucho,2020-05-14,303,NA,NA,4721,122,181,NA
Peru,PER,Cajamarca,2020-05-14,406,3,NA,8115,109,297,NA
Peru,PER,Callao,2020-05-14,6199,143,NA,20453,1767,4432,NA
Peru,PER,Cusco,2020-05-14,523,3,NA,10238,94,429,NA
Peru,PER,Huancavelica,2020-05-14,214,1,NA,5115,30,184,NA
Peru,PER,Huánuco,2020-05-14,375,7,NA,5996,18,357,NA
Peru,PER,Ica,2020-05-14,1269,95,NA,11765,358,911,NA
Peru,PER,Junín,2020-05-14,954,14,NA,10467,212,742,NA
Peru,PER,La Libertad,2020-05-14,1711,66,NA,15211,357,1354,NA
Peru,PER,Lambayeque,2020-05-14,4147,417,NA,13883,963,3184,NA
Peru,PER,Lima,2020-05-14,52545,817,NA,276944,17502,35043,NA
Peru,PER,Loreto,2020-05-14,2107,95,NA,8070,1547,560,NA
Peru,PER,Madre de Dios,2020-05-14,177,3,NA,6701,42,135,NA
Peru,PER,Moquegua,2020-05-14,182,NA,NA,6155,7,175,NA
Peru,PER,Pasco,2020-05-14,179,1,NA,4947,25,154,NA
Peru,PER,Piura,2020-05-14,2830,313,NA,15864,356,2474,NA
Peru,PER,Puno,2020-05-14,189,1,NA,8747,12,177,NA
Peru,PER,San Martín,2020-05-14,549,6,NA,9659,164,385,NA
Peru,PER,Tacna,2020-05-14,187,2,NA,7656,24,163,NA
Peru,PER,Tumbes,2020-05-14,557,59,NA,4974,75,482,NA
Peru,PER,Ucayali,2020-05-14,1542,71,NA,5527,156,1386,NA
Peru,PER,NA,2020-05-14,80604,2267,25151,506688,24671,55933,NA
Peru,PER,Amazonas,2020-05-15,270,11,NA,4265,44,226,NA
Peru,PER,Ancash,2020-05-15,1779,137,NA,14625,375,1404,NA
Peru,PER,Apurimac,2020-05-15,100,NA,NA,5014,11,89,NA
Peru,PER,Arequipa,2020-05-15,1558,20,NA,23226,340,1218,NA
Peru,PER,Ayacucho,2020-05-15,322,3,NA,4897,122,200,NA
Peru,PER,Cajamarca,2020-05-15,411,3,NA,8528,115,296,NA
Peru,PER,Callao,2020-05-15,6422,156,NA,21102,1787,4635,NA
Peru,PER,Cusco,2020-05-15,603,3,NA,10803,94,509,NA
Peru,PER,Huancavelica,2020-05-15,225,1,NA,5327,31,194,NA
Peru,PER,Huánuco,2020-05-15,413,7,NA,6170,18,395,NA
Peru,PER,Ica,2020-05-15,1346,95,NA,12136,375,971,NA
Peru,PER,Junín,2020-05-15,1013,14,NA,10943,212,801,NA
Peru,PER,La Libertad,2020-05-15,1834,66,NA,16086,386,1448,NA
Peru,PER,Lambayeque,2020-05-15,4362,455,NA,14298,1035,3327,NA
Peru,PER,Lima,2020-05-15,54901,820,NA,283478,17837,37064,NA
Peru,PER,Loreto,2020-05-15,2254,141,NA,8168,1621,633,NA
Peru,PER,Madre de Dios,2020-05-15,187,3,NA,6687,42,145,NA
Peru,PER,Moquegua,2020-05-15,188,NA,NA,6410,7,181,NA
Peru,PER,Pasco,2020-05-15,185,4,NA,5012,25,160,NA
Peru,PER,Piura,2020-05-15,2970,313,NA,16154,373,2597,NA
Peru,PER,Puno,2020-05-15,192,1,NA,8834,12,180,NA
Peru,PER,San Martín,2020-05-15,563,7,NA,10110,165,398,NA
Peru,PER,Tacna,2020-05-15,197,2,NA,7726,26,171,NA
Peru,PER,Tumbes,2020-05-15,578,59,NA,5112,75,503,NA
Peru,PER,Ucayali,2020-05-15,1622,71,NA,5777,156,1466,NA
Peru,PER,NA,2020-05-15,84495,2392,27147,520888,25284,59211,NA
Peru,PER,Amazonas,2020-05-16,279,12,NA,4385,44,235,NA
Peru,PER,Ancash,2020-05-16,1971,142,NA,15536,391,1580,NA
Peru,PER,Apurimac,2020-05-16,104,NA,NA,5111,11,93,NA
Peru,PER,Arequipa,2020-05-16,1709,20,NA,24810,361,1348,NA
Peru,PER,Ayacucho,2020-05-16,367,3,NA,5018,156,211,NA
Peru,PER,Cajamarca,2020-05-16,424,3,NA,8929,128,296,NA
Peru,PER,Callao,2020-05-16,6513,155,NA,22426,1827,4686,NA
Peru,PER,Cusco,2020-05-16,609,3,NA,11295,95,514,NA
Peru,PER,Huancavelica,2020-05-16,229,1,NA,5406,32,197,NA
Peru,PER,Huánuco,2020-05-16,470,7,NA,6411,18,452,NA
Peru,PER,Ica,2020-05-16,1412,95,NA,12701,389,1023,NA
Peru,PER,Junín,2020-05-16,1046,14,NA,11589,216,830,NA
Peru,PER,La Libertad,2020-05-16,2015,66,NA,17289,393,1622,NA
Peru,PER,Lambayeque,2020-05-16,4596,455,NA,14911,1065,3531,NA
Peru,PER,Lima,2020-05-16,57473,857,NA,293638,18469,39004,NA
Peru,PER,Loreto,2020-05-16,2444,209,NA,8485,1730,714,NA
Peru,PER,Madre de Dios,2020-05-16,201,3,NA,6763,43,158,NA
Peru,PER,Moquegua,2020-05-16,190,NA,NA,6609,7,183,NA
Peru,PER,Pasco,2020-05-16,189,4,NA,5122,25,164,NA
Peru,PER,Piura,2020-05-16,3032,313,NA,16453,390,2642,NA
Peru,PER,Puno,2020-05-16,201,1,NA,9102,12,189,NA
Peru,PER,San Martín,2020-05-16,598,8,NA,10462,172,426,NA
Peru,PER,Tacna,2020-05-16,208,2,NA,7986,26,182,NA
Peru,PER,Tumbes,2020-05-16,603,59,NA,5357,75,528,NA
Peru,PER,Ucayali,2020-05-16,1658,91,NA,6147,159,1499,NA
Peru,PER,NA,2020-05-16,88541,2523,28272,541941,26234,62307,NA
Peru,PER,Amazonas,2020-05-17,311,15,NA,4407,85,226,NA
Peru,PER,Ancash,2020-05-17,2095,142,NA,16166,416,1679,NA
Peru,PER,Apurimac,2020-05-17,105,NA,NA,5143,11,94,NA
Peru,PER,Arequipa,2020-05-17,1839,20,NA,25891,372,1467,NA
Peru,PER,Ayacucho,2020-05-17,403,3,NA,5101,183,220,NA
Peru,PER,Cajamarca,2020-05-17,429,3,NA,9071,133,296,NA
Peru,PER,Callao,2020-05-17,6685,160,NA,23010,1841,4844,NA
Peru,PER,Cusco,2020-05-17,635,3,NA,11704,95,540,NA
Peru,PER,Huancavelica,2020-05-17,234,1,NA,5560,32,202,NA
Peru,PER,Huánuco,2020-05-17,495,7,NA,6605,21,474,NA
Peru,PER,Ica,2020-05-17,1477,95,NA,13079,393,1084,NA
Peru,PER,Junín,2020-05-17,1098,14,NA,12082,223,875,NA
Peru,PER,La Libertad,2020-05-17,2122,66,NA,18538,406,1716,NA
Peru,PER,Lambayeque,2020-05-17,4856,474,NA,15477,1065,3791,NA
Peru,PER,Lima,2020-05-17,59712,915,NA,301970,18938,40774,NA
Peru,PER,Loreto,2020-05-17,2696,248,NA,8645,1814,882,NA
Peru,PER,Madre de Dios,2020-05-17,206,3,NA,6961,43,163,NA
Peru,PER,Moquegua,2020-05-17,193,NA,NA,6753,7,186,NA
Peru,PER,Pasco,2020-05-17,196,4,NA,5260,25,171,NA
Peru,PER,Piura,2020-05-17,3062,313,NA,16702,390,2672,NA
Peru,PER,Puno,2020-05-17,220,1,NA,9285,12,208,NA
Peru,PER,San Martín,2020-05-17,645,9,NA,10651,190,455,NA
Peru,PER,Tacna,2020-05-17,215,2,NA,8275,26,189,NA
